,id,topic
2259,2259,ayamatullāh
2260,2260,selassiehail
2261,2261,pate
2262,2262,batongol
2263,2263,literaci
2264,2264,necropoli
2265,2265,"""coupsandcoupsdetat"""
2266,2266,zagwe(southafrica)
2267,2267,meroitickingdomofkush(
2268,2268,davidnorthrup
2269,2269,michałtymowski
2270,2270,"""africasdiscoveryofeurope"""
2271,2271,abbamag
2272,2272,takrur(westafrica)
2273,2273,brava(italy)
2274,2274,meroe(italy)
2275,2275,silk
2276,2276,songhay(sahel)
2277,2277,nuribnmujahid
2278,2278,mhande(dompedro)
2279,2279,dompedro
2280,2280,religionandchurch
2281,2281,kanokano
2282,2282,al-fullānīṣāliḥal-
2283,2283,dog
2284,2284,breeder
2285,2285,walata
2286,2286,sultanfumnau
2287,2287,beatriz
2288,2288,lesotho
2289,2289,mapungubwekingdom(southafrica)
2290,2290,sarki(king)
2291,2291,ahmaduahmadu
2292,2292,competitionlaw
2293,2293,africanhistoryextraal
2294,2294,ludolfhiob
2295,2295,zäräyaqob
2296,2296,wäldäheyw
2297,2297,comoro(eastafrica)
2298,2298,africanhistoryextraall(book)
2299,2299,neolithi
2300,2300,sahara(westafrica)
2301,2301,mountain
2302,2302,mungopark
2303,2303,africanhistoryextraallaboutafrica
2304,2304,chagamiredombo
2305,2305,ocean
2306,2306,huntingandtrap
2307,2307,lamu(kenya)
2308,2308,colonisationofafrica
2309,2309,navalwarfar
2310,2310,congo
2311,2311,africansavannah
2312,2312,kano(africa)
2313,2313,zanzibar(india)
2314,2314,darfur(sudan)
2315,2315,firesandfirefight
2316,2316,gao(mali)
2317,2317,umayyad
2318,2318,africanhistoryextra(book)
2319,2319,nobelpr
2320,2320,tysonmik
2321,2321,kizimkazi
2322,2322,abomey(ivorycoast)
2323,2323,africanhistori
2324,2324,automobil
2325,2325,journalofafricanc
2326,2326,substacknot
2327,2327,womenwritingafrica
2328,2328,mansam
2329,2329,christiannubia
2330,2330,gulfofaden
2331,2331,copper
2332,2332,eurasia
2333,2333,marjeerteensultan
2334,2334,jalalal-suyuti
2335,2335,africanhistoryextraallaboutafricanhistori
2336,2336,artofpow
2337,2337,writing and writ
2338,2338,congo-kinshasa
2339,2339,gun control
2340,2340,east africa
2341,2341,ngazidja (south africa)
2342,2342,politics and govern
2343,2343,arfikan (india)
2344,2344,al-qadir ibn al-mustafa
2345,2345,swazi kingdom
2346,2346,kong kong
2347,2347,songhai empir
2348,2348,taharko taharko
2349,2349,sultan of oman
2350,2350,congo (formerly democratic republic of the congo)
2351,2351,karl meinhof
2352,2352,douala
2353,2353,ethnic group
2354,2354,hatata (book)
2355,2355,books and literatur
2356,2356,dahomey (egypt)
2357,2357,economic conditions and trend
2358,2358,qadir ibn al-mustapha
2359,2359,king of ezana
2360,2360,science and technolog
2361,2361,medicine and health
2362,2362,travel and vac
2363,2363,ibn battuta
2364,2364,viral influenza
2365,2365,p pandem
2366,2366,sars pandem
2367,2367,us economi
2368,2368,oil (petroleum) and gasolin
2369,2369,health insurance and managed car
2370,2370,hambl
2371,2371,south korea
2372,2372,epidemic airway diseas
2373,2373,chronic traumatic encephalopathi
2374,2374,vaccines immun
2375,2375,drugs (pharmaceuticals)
2376,2376,chloroquine (cq)
2377,2377,covid 19
2378,2378,biological and chemical warfar
2379,2379,reunion island (ny)
2380,2380,wangara wangara
2381,2381,west africa
2382,2382,education and school
2383,2383,women and girl
2384,2384,international trad
2385,2385,kongo (japan)
2386,2386,cambodia
2387,2387,assegai
2388,2388,educ
2389,2389,umaru umaru
2390,2390,meinhof
2391,2391,makembe peter mukuri
2392,2392,noubadia
2393,2393,kush kush
2394,2394,sokoto caliphate (japan)
2395,2395,noubadian empir
2396,2396,aksumite empir
2397,2397,land tenur
2398,2398,land us
2399,2399,raffia cloth
2400,2400,kongo kingdom of kongo
2401,2401,antalaots
2402,2402,kingdom of kush
2403,2403,rozvi kingdom of portug
2404,2404,afghanistan war (1914-45)
2405,2405,immigration and emigr
2406,2406,ndongo (congo)
2407,2407,murders and attempted murd
2408,2408,electric light and pow
2409,2409,global warm
2410,2410,data mining and min
2411,2411,new york times neediest cases fund
2412,2412, dynamitin
2413,2413,biology and biochemistri
2414,2414,heathwar
2415,2415,hnwr
2416,2416,pathogen
2417,2417,e62d
2418,2418,interferon
2419,2419,inovirua
2420,2420,plectroviru
